14, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000
14, 0.000000, 1.357500, 0.000000, 1.000000, 0.000000
14, 1.919795, 2.715000, 0.000000, 1.000000, 0.000000
14, 1.919795, 4.072500, 0.000000, 1.000000, 0.000000
14, 0.000000, 5.430000, 0.000000, 1.000000, 0.000000
14, 0.000000, 6.787500, 0.000000, 1.000000, 0.000000
14, 1.919795, 8.145000, 0.000000, 1.000000, 0.000000
14, 1.919795, 9.502500, 0.000000, 1.000000, 0.000000
14, 0.000000, 10.860000, 0.000000, 1.000000, 0.000000
14, 0.000000, 12.217500, 0.000000, 1.000000, 0.000000
14, 1.919795, 13.575000, 0.000000, 1.000000, 0.000000
14, 1.919795, 14.932500, 0.000000, 1.000000, 0.000000
14, 0.000000, 16.290000, 0.000000, 1.000000, 0.000000
14, 0.000000, 17.647500, 0.000000, 1.000000, 0.000000
14, 1.919795, 19.005000, 0.000000, 1.000000, 0.000000
14, 1.919795, 20.362500, 0.000000, 1.000000, 0.000000
14, 0.000000, 21.720000, 0.000000, 1.000000, 0.000000
14, 0.000000, 23.077500, 0.000000, 1.000000, 0.000000
14, 1.919795, 24.435000, 0.000000, 1.000000, 0.000000
14, 1.919795, 25.792500, 0.000000, 1.000000, 0.000000
14, 3.839590, 0.000000, 0.000000, 1.000000, 0.000000
14, 3.839590, 1.357500, 0.000000, 1.000000, 0.000000
14, 5.759385, 2.715000, 0.000000, 1.000000, 0.000000
14, 5.759385, 4.072500, 0.000000, 1.000000, 0.000000
14, 3.839590, 5.430000, 0.000000, 1.000000, 0.000000
14, 3.839590, 6.787500, 0.000000, 1.000000, 0.000000
14, 5.759385, 8.145000, 0.000000, 1.000000, 0.000000
14, 5.759385, 9.502500, 0.000000, 1.000000, 0.000000
14, 3.839590, 10.860000, 0.000000, 1.000000, 0.000000
14, 3.839590, 12.217500, 0.000000, 1.000000, 0.000000
14, 5.759385, 13.575000, 0.000000, 1.000000, 0.000000
14, 5.759385, 14.932500, 0.000000, 1.000000, 0.000000
14, 3.839590, 16.290000, 0.000000, 1.000000, 0.000000
14, 3.839590, 17.647500, 0.000000, 1.000000, 0.000000
14, 5.759385, 19.005000, 0.000000, 1.000000, 0.000000
14, 5.759385, 20.362500, 0.000000, 1.000000, 0.000000
14, 3.839590, 21.720000, 0.000000, 1.000000, 0.000000
14, 3.839590, 23.077500, 0.000000, 1.000000, 0.000000
14, 5.759385, 24.435000, 0.000000, 1.000000, 0.000000
14, 5.759385, 25.792500, 0.000000, 1.000000, 0.000000
14, 7.679180, 0.000000, 0.000000, 1.000000, 0.000000
14, 7.679180, 1.357500, 0.000000, 1.000000, 0.000000
14, 9.598975, 2.715000, 0.000000, 1.000000, 0.000000
14, 9.598975, 4.072500, 0.000000, 1.000000, 0.000000
14, 7.679180, 5.430000, 0.000000, 1.000000, 0.000000
